file,path,n_points,min_label,max_label,n_unique_labels,class_0_count,class_0_share,class_1_count,class_1_share,class_2_count,class_2_share,class_3_count,class_3_share,class_4_count,class_4_share,class_5_count,class_5_share,class_6_count,class_6_share,class_7_count,class_7_share,class_8_count,class_8_share,class_9_count,class_9_share
valve_0011_lidar_classes.ply,13/valve_0011_lidar_classes.ply,7082,0,9,10,1173,0.16563117763343688,814,0.11493928268850608,488,0.06890708839310929,275,0.03883083874611692,50,0.007060152499293985,63,0.008895792149110422,498,0.07031911889296809,768,0.10844394238915561,42,0.005930528099406947,2911,0.4110420785088958
valve_0012_lidar_classes.ply,13/valve_0012_lidar_classes.ply,7400,0,9,10,1268,0.17135135135135135,932,0.12594594594594594,407,0.055,630,0.08513513513513514,68,0.009189189189189189,94,0.012702702702702703,661,0.08932432432432433,453,0.061216216216216215,46,0.006216216216216216,2841,0.38391891891891894
valve_0013_lidar_classes.ply,13/valve_0013_lidar_classes.ply,8172,0,9,10,1265,0.15479686735193343,837,0.10242290748898679,561,0.06864904552129222,1163,0.14231522271169847,90,0.011013215859030838,124,0.015173764072442487,767,0.0938570729319628,931,0.113925599608419,37,0.004527655408712678,2397,0.2933186490455213
valve_0014_lidar_classes.ply,13/valve_0014_lidar_classes.ply,7525,0,9,10,1158,0.15388704318936877,843,0.1120265780730897,471,0.06259136212624584,376,0.04996677740863787,46,0.006112956810631229,67,0.008903654485049834,556,0.07388704318936877,915,0.12159468438538205,44,0.005847176079734219,3049,0.4051827242524917
valve_0015_lidar_classes.ply,13/valve_0015_lidar_classes.ply,7659,0,9,10,1312,0.17130173651912783,916,0.11959785872829351,461,0.060190625408016715,632,0.08251729990860425,63,0.008225616921269096,101,0.013187100143621882,717,0.0936153544849197,552,0.07207207207207207,39,0.0050920485703094395,2866,0.37420028724376553
valve_0016_lidar_classes.ply,13/valve_0016_lidar_classes.ply,8869,0,9,10,1247,0.14060209719246813,876,0.09877100011275228,559,0.06302852632765814,1135,0.12797384147028978,88,0.009922200924568723,126,0.014206787687450671,904,0.10192806404329688,677,0.07633329574923892,55,0.006201375577855451,3202,0.361032810914421
valve_0017_lidar_classes.ply,13/valve_0017_lidar_classes.ply,7123,0,9,10,1100,0.15442931349150638,986,0.13842482100238662,458,0.06429875052646357,293,0.041134353502737614,58,0.008142636529552156,101,0.014179418784220132,503,0.07061631335111611,753,0.10571388459918574,35,0.004913659974729749,2836,0.3981468482381019
valve_0018_lidar_classes.ply,13/valve_0018_lidar_classes.ply,7347,0,9,10,1160,0.15788757315911256,873,0.11882400979991833,489,0.06655777868517762,310,0.04219409282700422,52,0.007077718796787804,90,0.012249897917517355,520,0.07077718796787805,708,0.09636586361780318,41,0.005580509051313461,3104,0.4224853681774874
valve_0019_lidar_classes.ply,13/valve_0019_lidar_classes.ply,7516,0,9,10,1258,0.16737626397019692,844,0.11229377328366152,399,0.053086748270356574,608,0.0808940926024481,56,0.007450771687067589,87,0.011575306013837147,630,0.08382118147951038,597,0.07943054816391698,37,0.004922831293241086,3000,0.3991484832357637
valve_0020_lidar_classes.ply,13/valve_0020_lidar_classes.ply,8021,0,9,10,1399,0.17441715496820845,913,0.11382620620870215,432,0.053858621119561155,474,0.059094875950629594,72,0.008976436853260192,88,0.010971200598429124,743,0.09263184141628227,611,0.07617504051863858,42,0.005236254831068445,3247,0.40481236753522004
valve_0021_lidar_classes.ply,13/valve_0021_lidar_classes.ply,7875,0,9,10,1257,0.15961904761904763,784,0.09955555555555555,466,0.05917460317460317,788,0.10006349206349206,62,0.007873015873015874,96,0.01219047619047619,744,0.09447619047619048,816,0.10361904761904762,46,0.005841269841269842,2816,0.35758730158730156
valve_0022_lidar_classes.ply,13/valve_0022_lidar_classes.ply,7905,0,9,10,1485,0.18785578747628084,993,0.1256166982922201,444,0.05616698292220114,450,0.056925996204933584,63,0.007969639468690701,119,0.015053763440860216,783,0.09905123339658443,581,0.0734977862112587,44,0.005566097406704617,2943,0.37229601518026567
valve_0023_lidar_classes.ply,13/valve_0023_lidar_classes.ply,7818,0,9,10,1267,0.1620619084164748,869,0.11115374776157586,457,0.05845484778715784,457,0.05845484778715784,71,0.00908160654898951,87,0.011128165771297006,719,0.09196725505244308,797,0.10194423126119212,57,0.0072908672294704525,3037,0.3884625223842415
valve_0024_lidar_classes.ply,13/valve_0024_lidar_classes.ply,7628,0,9,10,1216,0.15941269008914524,879,0.11523335081279497,428,0.05610907184058731,688,0.09019402202412166,69,0.009045621394861038,87,0.01140534871525957,664,0.08704771893025695,518,0.06790770844257997,44,0.0057682223387519665,3035,0.3978762454116413
valve_0025_lidar_classes.ply,13/valve_0025_lidar_classes.ply,7878,0,9,10,1350,0.17136329017517135,981,0.12452399086062452,487,0.061817720233561815,797,0.10116780908860117,63,0.007996953541507998,82,0.010408733181010408,665,0.08441228738258441,573,0.07273419649657273,50,0.0063467885250063465,2830,0.35922823051535924
valve_0026_lidar_classes.ply,13/valve_0026_lidar_classes.ply,8312,0,9,10,1460,0.17564966313763233,1022,0.12295476419634263,459,0.055221366698748796,423,0.050890279114533206,50,0.006015399422521655,96,0.011549566891241578,695,0.08361405197305101,805,0.09684793070259866,54,0.0064966313763233875,3248,0.39076034648700675
valve_0027_lidar_classes.ply,13/valve_0027_lidar_classes.ply,8362,0,9,10,1562,0.18679741688591245,1047,0.12520928007653673,466,0.055728294666347766,441,0.052738579287251855,76,0.009088734752451567,109,0.013035159052858169,851,0.10176991150442478,638,0.07629753647452762,63,0.007534082755321693,3109,0.3718010045443674
valve_0028_lidar_classes.ply,13/valve_0028_lidar_classes.ply,6977,0,9,10,1196,0.1714203812526874,740,0.10606277769815106,442,0.06335101046294969,570,0.08169700444317042,58,0.008313028522287515,92,0.013186183173283647,668,0.09574315608427691,576,0.08255697291099326,46,0.006593091586641823,2589,0.37107639386555824
valve_0029_lidar_classes.ply,13/valve_0029_lidar_classes.ply,7779,0,9,10,1032,0.13266486694947938,811,0.10425504563568581,478,0.06144748682349917,819,0.10528345545699962,58,0.007455971204525003,103,0.013240776449415091,759,0.09757038179714617,834,0.10721172387196298,47,0.006041907700218537,2838,0.36482838411106827
valve_0030_lidar_classes.ply,13/valve_0030_lidar_classes.ply,7729,0,9,10,1272,0.16457497735800233,911,0.11786777073360072,448,0.05796351403803856,587,0.0759477293310907,44,0.005692845128735929,80,0.010350627506792599,670,0.08668650536938802,549,0.07103118126536422,42,0.005434079441066115,3126,0.40445076982792083
valve_0031_lidar_classes.ply,13/valve_0031_lidar_classes.ply,8303,0,9,10,1527,0.18390943032638804,982,0.11827050463687824,542,0.0652776105022281,398,0.04793448151270625,79,0.009514633265084909,70,0.008430687703239792,790,0.0951463326508491,705,0.08490906901120077,58,0.006985426954112971,3152,0.3796218234373118
valve_0032_lidar_classes.ply,13/valve_0032_lidar_classes.ply,6935,0,9,10,1175,0.16943042537851477,744,0.1072819033886085,413,0.05955299206921413,590,0.08507570295602018,58,0.0083633741888969,78,0.011247296322999279,586,0.08449891852919972,454,0.06546503244412401,46,0.006633020908435473,2791,0.402451333813987
valve_0033_lidar_classes.ply,13/valve_0033_lidar_classes.ply,7104,0,9,10,1184,0.16666666666666666,901,0.12682995495495494,392,0.05518018018018018,287,0.04039977477477477,53,0.007460585585585586,85,0.01196509009009009,533,0.07502815315315316,732,0.10304054054054054,31,0.004363738738738738,2906,0.4090653153153153
valve_0034_lidar_classes.ply,13/valve_0034_lidar_classes.ply,8249,0,9,10,1449,0.1756576554733907,1031,0.12498484664807856,423,0.05127894290216996,426,0.05164262334828464,89,0.010789186568068857,101,0.01224390835252758,859,0.1041338344041702,677,0.08207055400654625,46,0.005576433507091768,3148,0.38162201478967145
valve_0035_lidar_classes.ply,13/valve_0035_lidar_classes.ply,8477,0,9,10,1535,0.1810782116314734,1038,0.12244897959183673,456,0.053792615312020765,415,0.04895599858440486,85,0.010027132240179308,107,0.012622389996461012,881,0.1039282765129173,689,0.08127875427627698,53,0.006252211867405922,3218,0.3796154299870237
valve_0036_lidar_classes.ply,13/valve_0036_lidar_classes.ply,7372,0,9,10,1209,0.1639989148128052,1004,0.13619099294628323,495,0.0671459576776994,311,0.04218665219750407,42,0.0056972327726532825,73,0.0099023331524688,483,0.06551817688551276,766,0.10390667390124797,45,0.0061041779706999455,2944,0.3993488876831253
valve_0037_lidar_classes.ply,13/valve_0037_lidar_classes.ply,7417,0,9,10,1092,0.14722933800728058,815,0.10988270190103816,422,0.05689631926654982,730,0.09842254280706485,49,0.0066064446541728465,88,0.011864635297290009,732,0.09869219360927599,564,0.07604152622354052,41,0.0055278414453283,2884,0.38883645678845896
valve_0038_lidar_classes.ply,13/valve_0038_lidar_classes.ply,7381,0,9,10,1162,0.15743124237908143,779,0.10554125457255115,485,0.06570925348868717,794,0.10757349952580951,90,0.012193469719550196,84,0.01138057173824685,740,0.10025741769407939,790,0.10703156753827395,44,0.005961251862891207,2413,0.32692047148082914
valve_0039_lidar_classes.ply,13/valve_0039_lidar_classes.ply,8539,0,9,10,1379,0.1614943201780068,1007,0.11792949994144514,460,0.0538704766366085,507,0.059374634032088064,84,0.009837217472771987,91,0.010656985595502986,860,0.10071436936409416,616,0.0721395948003279,56,0.006558144981847992,3479,0.40742475699730646
valve_0040_lidar_classes.ply,13/valve_0040_lidar_classes.ply,7017,0,9,10,1217,0.17343594128544962,925,0.1318227162605102,404,0.05757446202080661,686,0.09776257659968647,53,0.007553085364115719,79,0.0112583725238706,649,0.09248966794926607,422,0.06013966082371384,47,0.006698019096479977,2535,0.3612654980761009
valve_0041_lidar_classes.ply,13/valve_0041_lidar_classes.ply,7978,0,9,10,1397,0.1751065429932314,854,0.10704437202306342,557,0.06981699674103785,872,0.10930057658561043,77,0.009651541739784407,100,0.012534469791927802,737,0.0923790423665079,782,0.09801955377287541,48,0.006016545500125345,2554,0.32013035848583604
valve_0042_lidar_classes.ply,13/valve_0042_lidar_classes.ply,7874,0,9,10,1222,0.15519431038862078,944,0.11988823977647955,465,0.05905511811023622,405,0.05143510287020574,63,0.008001016002032004,83,0.010541021082042164,597,0.07581915163830327,932,0.11836423672847346,49,0.006223012446024892,3114,0.3954787909575819
valve_0043_lidar_classes.ply,13/valve_0043_lidar_classes.ply,8246,0,9,10,1563,0.18954644676206645,1003,0.1216347319912685,456,0.055299539170506916,463,0.056148435605141885,87,0.010550569973320397,125,0.015158864904195974,849,0.10295901042929906,665,0.08064516129032258,51,0.006184816880911957,2984,0.3618724229929663
valve_0044_lidar_classes.ply,13/valve_0044_lidar_classes.ply,7452,0,9,10,1150,0.15432098765432098,875,0.11741814278046162,469,0.06293612453032743,525,0.07045088566827697,81,0.010869565217391304,81,0.010869565217391304,615,0.08252818035426732,664,0.08910359634997315,41,0.0055018786902844875,2951,0.3960010735373054
valve_0045_lidar_classes.ply,13/valve_0045_lidar_classes.ply,8487,0,9,10,1326,0.15623895369388477,816,0.09614704842700601,440,0.05184399670083657,1094,0.1289030281607164,104,0.012254035583834099,116,0.013667962766584187,846,0.09968186638388123,896,0.10557322964533992,42,0.00494874513962531,2807,0.3307411334982915
valve_0046_lidar_classes.ply,13/valve_0046_lidar_classes.ply,8828,0,9,10,1567,0.17750339827820572,929,0.10523334843679202,550,0.06230176710466697,975,0.11044404168554599,69,0.007816039873130946,115,0.013026733121884912,885,0.10024920706841867,783,0.0886950611690077,58,0.006570004531037608,2897,0.3281603987313095
valve_0047_lidar_classes.ply,13/valve_0047_lidar_classes.ply,8593,0,9,10,1530,0.17805190271150936,1011,0.11765390434074247,463,0.053881065983940414,479,0.05574304666589084,74,0.008611660654020714,117,0.01361573373676248,873,0.10159432095892006,689,0.08018154311649017,53,0.006167811008960782,3304,0.3844990108227627
valve_0048_lidar_classes.ply,13/valve_0048_lidar_classes.ply,6878,0,9,10,1074,0.15615004361733062,728,0.10584472230299506,327,0.047542890375109045,314,0.045652806048269844,49,0.007124164001163129,95,0.013812154696132596,486,0.07066007560337308,716,0.10410002907822041,36,0.005234079674323932,3053,0.4438790346030823
valve_0049_lidar_classes.ply,13/valve_0049_lidar_classes.ply,7845,0,9,10,1317,0.16787762906309753,1119,0.14263862332695984,452,0.05761631612492033,540,0.06883365200764818,67,0.00854047163798598,78,0.00994263862332696,674,0.08591459528362014,575,0.07329509241555131,46,0.005863607393244105,2977,0.3794773741236456
valve_0050_lidar_classes.ply,13/valve_0050_lidar_classes.ply,8758,0,9,10,1567,0.17892212833980362,976,0.11144096825759306,514,0.05868919844713405,447,0.05103905001141813,61,0.006965060516099566,125,0.014272664992007307,848,0.09682575930577758,623,0.07113496232016442,60,0.006850879196163508,3537,0.4038593286138388
valve_0051_lidar_classes.ply,13/valve_0051_lidar_classes.ply,7934,0,9,10,1343,0.1692714897907739,1068,0.1346105369296698,419,0.05281068817746408,374,0.04713889589110159,38,0.004789513486261659,74,0.009326947315351651,532,0.06705318880766323,867,0.10927653138391732,54,0.006806150743634989,3165,0.3989160574741618
valve_0052_lidar_classes.ply,13/valve_0052_lidar_classes.ply,7214,0,9,10,1185,0.16426393124480176,789,0.10937066814527308,388,0.053784308289437206,701,0.09717216523426671,38,0.005267535347934572,88,0.012198502911006376,624,0.08649847518713612,387,0.05364568893817577,47,0.0065151095092874966,2967,0.4112836151926809
valve_0053_lidar_classes.ply,13/valve_0053_lidar_classes.ply,6863,0,9,10,1204,0.17543348389916946,961,0.14002622759726066,378,0.055077954247413664,623,0.09077662829666326,56,0.008159696925542765,67,0.009762494535917238,621,0.09048521054932246,427,0.06221768905726359,40,0.005828354946816261,2486,0.36223225994463065
valve_0054_lidar_classes.ply,13/valve_0054_lidar_classes.ply,8334,0,9,10,1562,0.18742500599952003,957,0.11483081353491721,564,0.06767458603311735,959,0.11507079433645308,67,0.008039356851451884,106,0.012718982481401488,772,0.09263258939284857,901,0.10811135109191265,41,0.004919606431485481,2405,0.28857691384689227
valve_0055_lidar_classes.ply,13/valve_0055_lidar_classes.ply,8372,0,9,10,1425,0.17021022455805065,965,0.1152651696129957,418,0.04992833253702819,390,0.046583850931677016,70,0.008361204013377926,102,0.012183468705207836,836,0.09985666507405638,634,0.07572861920688008,57,0.006808408982322026,3475,0.4150740563784042
valve_0056_lidar_classes.ply,13/valve_0056_lidar_classes.ply,7575,0,9,10,1073,0.14165016501650166,748,0.09874587458745875,435,0.05742574257425743,781,0.1031023102310231,64,0.008448844884488448,93,0.012277227722772278,722,0.09531353135313532,745,0.09834983498349835,41,0.005412541254125412,2873,0.3792739273927393
valve_0057_lidar_classes.ply,13/valve_0057_lidar_classes.ply,7149,0,9,10,1117,0.15624562875926704,708,0.0990348300461603,357,0.049937054133445236,283,0.03958595607777311,58,0.008113022800391664,84,0.01174989509022241,520,0.07273744579661491,728,0.10183242411526088,37,0.005175549027836061,3257,0.45558819415302837
valve_0058_lidar_classes.ply,13/valve_0058_lidar_classes.ply,7787,0,9,10,1352,0.17362270450751252,988,0.12687813021702837,491,0.06305380762809812,788,0.10119429818928984,81,0.010401951971234108,88,0.011300886092204957,656,0.0842429690509824,579,0.07435469372030307,40,0.0051367664055477075,2724,0.3498137922177989
valve_0059_lidar_classes.ply,13/valve_0059_lidar_classes.ply,7647,0,9,10,1136,0.1485549888845299,838,0.10958545834967962,439,0.057408133908722375,697,0.0911468549758075,54,0.007061592781482934,70,0.00915391656858899,694,0.09075454426572512,808,0.10566235124885576,42,0.005492349941153394,2869,0.37517980907545445
valve_0060_lidar_classes.ply,13/valve_0060_lidar_classes.ply,7742,0,9,10,1375,0.17760268664427797,993,0.12826143115474037,503,0.06497029191423405,512,0.06613278222681478,65,0.008395763368638594,97,0.012529062257814519,634,0.08189098424179798,624,0.0805993283389305,42,0.0054249547920434,2897,0.37419271506070784
valve_0061_lidar_classes.ply,13/valve_0061_lidar_classes.ply,8934,0,9,10,1372,0.15357062905753302,888,0.09939556749496306,505,0.056525632415491384,1119,0.12525184687709873,98,0.010969330646966645,116,0.012984105663756436,904,0.10118647862099843,823,0.09211999104544437,50,0.005596597268860533,3059,0.3423998209088874
valve_0062_lidar_classes.ply,13/valve_0062_lidar_classes.ply,7269,0,9,10,1208,0.16618516989957352,718,0.0987756225065346,500,0.06878525244187646,975,0.1341312422616591,78,0.010730499380932727,85,0.011693492915118998,716,0.09850048149676709,651,0.08955839867932315,47,0.006465813729536387,2291,0.31517402668867794
valve_0063_lidar_classes.ply,13/valve_0063_lidar_classes.ply,7354,0,9,10,1246,0.1694316018493337,902,0.12265433777536035,451,0.061327168887680174,648,0.0881153113951591,49,0.006663040522164808,89,0.012102257274952406,661,0.08988305683981507,398,0.05412020669023661,41,0.005575197171607289,2869,0.3901278215936905
valve_0064_lidar_classes.ply,13/valve_0064_lidar_classes.ply,7207,0,9,10,1215,0.16858609685028444,870,0.1207159705841543,440,0.06105175523796309,717,0.0994866102400444,58,0.008047731372276953,106,0.014707922852782017,692,0.09601776051061468,652,0.09046760094352713,43,0.00596642153461912,2414,0.33495212987373385
valve_0065_lidar_classes.ply,13/valve_0065_lidar_classes.ply,7003,0,9,10,1101,0.15721833499928603,807,0.11523632728830502,409,0.05840354133942596,612,0.08739111809224619,53,0.007568185063544195,87,0.012423247179780094,597,0.08524917892331858,409,0.05840354133942596,44,0.006283021562187634,2884,0.4118235042124804
valve_0066_lidar_classes.ply,13/valve_0066_lidar_classes.ply,7138,0,9,10,1041,0.1458391706360325,755,0.10577192490893808,490,0.06864667974222471,317,0.04441019893527599,43,0.006024096385542169,75,0.010507144858503783,459,0.06430372653404315,745,0.10437097226113758,44,0.006164191650322219,3169,0.4439618940879798
valve_0067_lidar_classes.ply,13/valve_0067_lidar_classes.ply,7268,0,9,10,1238,0.17033571821684096,832,0.11447440836543754,456,0.06274078150798018,628,0.0864061640066043,71,0.00976884975233902,80,0.01100715465052284,629,0.08654375343973583,524,0.0720968629609246,40,0.00550357732526142,2770,0.38112272977435335
valve_0068_lidar_classes.ply,13/valve_0068_lidar_classes.ply,7690,0,9,10,1295,0.1684005201560468,922,0.11989596879063719,524,0.0681404421326398,365,0.04746423927178153,54,0.007022106631989597,59,0.007672301690507152,502,0.06527958387516256,875,0.11378413524057217,46,0.0059817945383615085,3048,0.3963589076723017
valve_0069_lidar_classes.ply,13/valve_0069_lidar_classes.ply,8425,0,9,10,1470,0.1744807121661721,934,0.11086053412462908,591,0.07014836795252226,1041,0.12356083086053413,86,0.010207715133531158,117,0.013887240356083085,855,0.10148367952522255,619,0.07347181008902078,48,0.0056973293768546,2664,0.3162017804154303
valve_0070_lidar_classes.ply,13/valve_0070_lidar_classes.ply,7082,0,9,10,1110,0.15673538548432647,921,0.1300480090369952,434,0.06128212369387179,289,0.04080768144591923,59,0.008330979949166902,92,0.012990680598700932,508,0.07173114939282689,748,0.10561988138943801,38,0.005365715899463428,2883,0.4070883931092912
valve_0071_lidar_classes.ply,13/valve_0071_lidar_classes.ply,8124,0,9,10,1430,0.1760216642048252,976,0.12013786312161497,476,0.0585918266863614,406,0.0499753815854259,52,0.006400787789266372,64,0.007877892663712457,698,0.08591826686361398,925,0.1138601674052191,50,0.006154603643525357,3047,0.37506154603643527
valve_0072_lidar_classes.ply,13/valve_0072_lidar_classes.ply,7783,0,9,10,1409,0.18103559038931002,925,0.11884877296672235,474,0.06090196582294745,563,0.0723371450597456,58,0.007452139277913401,95,0.012206090196582295,730,0.09379416677373763,584,0.0750353334189901,44,0.0056533470384170625,2901,0.37273544905563405
valve_0073_lidar_classes.ply,13/valve_0073_lidar_classes.ply,7295,0,9,10,1191,0.16326250856751198,912,0.12501713502398903,405,0.055517477724468814,662,0.09074708704592187,52,0.007128169979437971,76,0.010418094585332419,732,0.10034270047978067,594,0.08142563399588759,43,0.005894448252227553,2628,0.36024674434544207
valve_0074_lidar_classes.ply,13/valve_0074_lidar_classes.ply,8016,0,9,10,1465,0.18275948103792417,961,0.11988522954091817,462,0.05763473053892216,763,0.09518463073852296,89,0.011102794411177645,90,0.01122754491017964,674,0.08408183632734531,547,0.06823852295409182,47,0.005863273453093812,2918,0.36402195608782434
valve_0075_lidar_classes.ply,13/valve_0075_lidar_classes.ply,8429,0,9,10,1224,0.14521295527346068,841,0.09977458773282714,528,0.06264088266698303,1119,0.13275596156127656,62,0.007355558191956341,106,0.01257563174753826,770,0.0913512872226836,890,0.10558785146517974,37,0.004389607308102977,2852,0.3383556768299917
valve_0076_lidar_classes.ply,13/valve_0076_lidar_classes.ply,8341,0,9,10,1426,0.17096271430284138,1010,0.12108859848938976,519,0.062222755065339884,447,0.05359069655916557,74,0.008871837909123607,92,0.011029852535667186,752,0.09015705550893179,767,0.09195540103105143,57,0.00683371298405467,3197,0.3832873756144347
valve_0077_lidar_classes.ply,13/valve_0077_lidar_classes.ply,8821,0,9,10,1492,0.16914182065525452,1010,0.11449948985375807,525,0.05951706155764652,537,0.06087745153610702,66,0.007482144881532706,117,0.013263802289989798,856,0.09704115179684843,656,0.07436798548917356,55,0.006235120734610589,3507,0.3975739712050788
valve_0078_lidar_classes.ply,13/valve_0078_lidar_classes.ply,8544,0,9,10,1547,0.181062734082397,1044,0.12219101123595505,455,0.05325374531835206,468,0.054775280898876406,84,0.009831460674157303,102,0.011938202247191011,875,0.10241104868913857,614,0.07186329588014981,65,0.007607677902621723,3290,0.38506554307116103
valve_0079_lidar_classes.ply,13/valve_0079_lidar_classes.ply,8959,0,9,10,1580,0.17635896863489228,950,0.10603862038173903,527,0.058823529411764705,1020,0.11385199240986717,82,0.009152807232950106,123,0.013729210849425159,882,0.09844848755441456,797,0.08896082152025896,53,0.00591583882129702,2945,0.328719723183391
valve_0080_lidar_classes.ply,13/valve_0080_lidar_classes.ply,7423,0,9,10,1063,0.143203556513539,822,0.11073689882796713,567,0.0763842112353496,293,0.039471911626027215,72,0.009699582379092011,99,0.013336925771251515,536,0.07220800215546275,787,0.10602182406035296,38,0.005119224033409673,3146,0.4238178633975482
valve_0081_lidar_classes.ply,13/valve_0081_lidar_classes.ply,7924,0,9,10,1315,0.1659515396264513,1013,0.12783947501261989,468,0.05906108026249369,430,0.05426552246340232,82,0.010348308934881372,55,0.0069409389197375064,677,0.08543664815749621,950,0.1198889449772842,50,0.0063099444724886425,2884,0.36395759717314485
valve_0082_lidar_classes.ply,13/valve_0082_lidar_classes.ply,6876,0,9,10,1082,0.1573589296102385,888,0.12914485165794065,400,0.058173356602675974,701,0.10194880744618964,51,0.007417102966841187,84,0.012216404886561954,637,0.09264107038976149,510,0.07417102966841187,44,0.006399069226294357,2479,0.36052937754508435
valve_0083_lidar_classes.ply,13/valve_0083_lidar_classes.ply,6848,0,9,10,1252,0.18282710280373832,873,0.127482476635514,425,0.06206191588785047,582,0.08498831775700935,51,0.007447429906542056,83,0.012120327102803738,591,0.08630257009345794,403,0.05884929906542056,42,0.006133177570093458,2546,0.3717873831775701
valve_0084_lidar_classes.ply,13/valve_0084_lidar_classes.ply,7661,0,9,10,1268,0.1655136405169038,812,0.10599138493669234,524,0.06839838141234826,942,0.12296044902754209,86,0.011225688552408302,78,0.010181438454509854,721,0.09411304007309751,600,0.0783187573423835,42,0.005482313013966845,2588,0.3378149066701475
valve_0085_lidar_classes.ply,13/valve_0085_lidar_classes.ply,6888,0,9,10,920,0.13356562137049943,706,0.10249709639953543,378,0.054878048780487805,304,0.04413472706155633,44,0.006387921022067364,82,0.011904761904761904,491,0.07128339140534262,742,0.10772357723577236,31,0.0045005807200929155,3190,0.4631242740998839
valve_0086_lidar_classes.ply,13/valve_0086_lidar_classes.ply,8271,0,9,10,1467,0.17736670293797607,1021,0.12344335630516262,465,0.05622052956111716,440,0.05319792044492806,59,0.0071333575142062625,103,0.01245314955869907,787,0.0951517349776327,676,0.08173135050175312,64,0.007737879337444082,3189,0.3855640188610809
valve_0087_lidar_classes.ply,13/valve_0087_lidar_classes.ply,7669,0,9,10,1438,0.18750814969357152,873,0.11383491980701525,408,0.053201199634893725,387,0.050462902594862434,49,0.006389359760073021,106,0.013821880297300821,782,0.10196896596687964,609,0.07941061416090756,45,0.005867779371495632,2972,0.3875342287130004
valve_0088_lidar_classes.ply,13/valve_0088_lidar_classes.ply,7014,0,9,10,1085,0.15469061876247506,975,0.1390076988879384,415,0.059167379526660964,676,0.09637867122897063,53,0.007556315939549472,89,0.012688907898488738,640,0.09124607927003137,503,0.07171371542629028,41,0.0058454519532363846,2537,0.3617051611063587
